# domain	grade	kind	question	answer
# Open PK→G8 curriculum — curriculum_open.py
math	grade8	problem	10^8	100000000
math	grade8	fact	function 1x+1 at 0	1
math	grade8	fact	function 1x+1 at 1	2
math	grade8	fact	function 1x+1 at 2	3
math	grade8	fact	function 1x+1 at 3	4
math	grade8	fact	function 1x+1 at 4	5
math	grade8	fact	function 1x+1 at 5	6
math	grade8	fact	function 1x+1 at 6	7
math	grade8	fact	function 1x+1 at 7	8
math	grade8	fact	function 1x+1 at 8	9
math	grade8	fact	function 1x+1 at 9	10
math	grade8	fact	function 2x+1 at 0	1
math	grade8	fact	function 2x+1 at 1	3
math	grade8	fact	function 2x+1 at 2	5
math	grade8	fact	function 2x+1 at 3	7
math	grade8	fact	function 2x+1 at 4	9
math	grade8	fact	function 2x+1 at 5	11
math	grade8	fact	function 2x+1 at 6	13
math	grade8	fact	function 2x+1 at 7	15
math	grade8	fact	function 2x+1 at 8	17
math	grade8	fact	function 2x+1 at 9	19
math	grade8	fact	function 3x+1 at 0	1
math	grade8	fact	function 3x+1 at 1	4
math	grade8	fact	function 3x+1 at 2	7
math	grade8	fact	function 3x+1 at 3	10
math	grade8	fact	function 3x+1 at 4	13
math	grade8	fact	function 3x+1 at 5	16
math	grade8	fact	function 3x+1 at 6	19
math	grade8	fact	function 3x+1 at 7	22
math	grade8	fact	function 3x+1 at 8	25
math	grade8	fact	function 3x+1 at 9	28
math	grade8	fact	function 4x+1 at 0	1
math	grade8	fact	function 4x+1 at 1	5
math	grade8	fact	function 4x+1 at 2	9
math	grade8	fact	function 4x+1 at 3	13
math	grade8	fact	function 4x+1 at 4	17
math	grade8	fact	function 4x+1 at 5	21
math	grade8	fact	function 4x+1 at 6	25
math	grade8	fact	function 4x+1 at 7	29
math	grade8	fact	function 4x+1 at 8	33
math	grade8	fact	function 4x+1 at 9	37
math	grade8	fact	function 5x+1 at 0	1
math	grade8	fact	function 5x+1 at 1	6
math	grade8	fact	function 5x+1 at 2	11
math	grade8	fact	function 5x+1 at 3	16
math	grade8	fact	function 5x+1 at 4	21
math	grade8	fact	function 5x+1 at 5	26
math	grade8	fact	function 5x+1 at 6	31
math	grade8	fact	function 5x+1 at 7	36
math	grade8	fact	function 5x+1 at 8	41
math	grade8	fact	function 5x+1 at 9	46
math	grade8	fact	sci not 3 x 10^4	30000
math	grade8	fact	sci not 2 x 10^5	200000
math	grade8	fact	sci not 7 x 10^3	7000
math	grade8	fact	sci not 1.5 x 10^2	150.0
math	grade8	fact	sci not 4 x 10^6	4000000
math	grade8	fact	sci not 9 x 10^1	90
math	grade1	fact	add means	together
math	grade1	fact	subtract means	take
math	grade3	fact	multiply means	groups
math	grade3	fact	divide means	split
math	grade6	fact	ratio compares	quantities
math	grade8	fact	slope measures	steepness
literacy	preschool	fact	letter starts apple	a
literacy	preschool	fact	what starts apple	a
literacy	preschool	fact	sound of a	ah
literacy	preschool	fact	letter starts ball	b
literacy	preschool	fact	what starts ball	b
literacy	preschool	fact	sound of b	buh
literacy	preschool	fact	letter starts cat	c
literacy	preschool	fact	what starts cat	c
literacy	preschool	fact	sound of c	kuh
literacy	preschool	fact	letter starts dog	d
literacy	preschool	fact	what starts dog	d
literacy	preschool	fact	sound of d	duh
literacy	preschool	fact	letter starts egg	e
literacy	preschool	fact	what starts egg	e
literacy	preschool	fact	sound of e	eh
literacy	preschool	fact	letter starts fish	f
literacy	preschool	fact	what starts fish	f
literacy	preschool	fact	sound of f	fuh
literacy	preschool	fact	letter starts goat	g
literacy	preschool	fact	what starts goat	g
literacy	preschool	fact	sound of g	guh
literacy	preschool	fact	letter starts hat	h
literacy	preschool	fact	what starts hat	h
literacy	preschool	fact	sound of h	huh
literacy	preschool	fact	letter starts igloo	i
literacy	preschool	fact	what starts igloo	i
literacy	preschool	fact	sound of i	ih
literacy	preschool	fact	letter starts jam	j
literacy	preschool	fact	what starts jam	j
literacy	preschool	fact	sound of j	juh
literacy	preschool	fact	letter starts kite	k
literacy	preschool	fact	what starts kite	k
literacy	preschool	fact	sound of k	kuh
literacy	preschool	fact	letter starts leaf	l
literacy	preschool	fact	what starts leaf	l
literacy	preschool	fact	sound of l	luh
literacy	preschool	fact	letter starts moon	m
literacy	preschool	fact	what starts moon	m
literacy	preschool	fact	sound of m	muh
literacy	kindergarten	fact	letter starts nest	n
literacy	kindergarten	fact	what starts nest	n
literacy	kindergarten	fact	sound of n	nuh
literacy	kindergarten	fact	letter starts octopus	o
literacy	kindergarten	fact	what starts octopus	o
literacy	kindergarten	fact	sound of o	oh
literacy	kindergarten	fact	letter starts pig	p
literacy	kindergarten	fact	what starts pig	p
literacy	kindergarten	fact	sound of p	puh
literacy	kindergarten	fact	letter starts queen	q
literacy	kindergarten	fact	what starts queen	q
literacy	kindergarten	fact	sound of q	kwuh
literacy	kindergarten	fact	letter starts rain	r
literacy	kindergarten	fact	what starts rain	r
literacy	kindergarten	fact	sound of r	ruh
literacy	kindergarten	fact	letter starts sun	s
literacy	kindergarten	fact	what starts sun	s
literacy	kindergarten	fact	sound of s	sss
literacy	kindergarten	fact	letter starts tree	t
literacy	kindergarten	fact	what starts tree	t
literacy	kindergarten	fact	sound of t	tuh
literacy	kindergarten	fact	letter starts umbrella	u
literacy	kindergarten	fact	what starts umbrella	u
literacy	kindergarten	fact	sound of u	uh
literacy	kindergarten	fact	letter starts van	v
literacy	kindergarten	fact	what starts van	v
literacy	kindergarten	fact	sound of v	vuh
literacy	kindergarten	fact	letter starts water	w
literacy	kindergarten	fact	what starts water	w
literacy	kindergarten	fact	sound of w	wuh
literacy	kindergarten	fact	letter starts xray	x
literacy	kindergarten	fact	what starts xray	x
literacy	kindergarten	fact	sound of x	ks
literacy	kindergarten	fact	letter starts yarn	y
literacy	kindergarten	fact	what starts yarn	y
literacy	kindergarten	fact	sound of y	yuh
literacy	kindergarten	fact	letter starts zoo	z
literacy	kindergarten	fact	what starts zoo	z
literacy	kindergarten	fact	sound of z	zzz
literacy	preschool	fact	sight word a	a
literacy	preschool	fact	read a	a
literacy	preschool	fact	sight word and	and
literacy	preschool	fact	read and	and
literacy	preschool	fact	sight word away	away
literacy	preschool	fact	read away	away
literacy	preschool	fact	sight word big	big
literacy	preschool	fact	read big	big
literacy	preschool	fact	sight word blue	blue
literacy	preschool	fact	read blue	blue
literacy	preschool	fact	sight word can	can
literacy	preschool	fact	read can	can
literacy	preschool	fact	sight word come	come
literacy	preschool	fact	read come	come
literacy	preschool	fact	sight word down	down
literacy	preschool	fact	read down	down
literacy	preschool	fact	sight word find	find
literacy	preschool	fact	read find	find
literacy	preschool	fact	sight word for	for
literacy	preschool	fact	read for	for
literacy	preschool	fact	sight word funny	funny
literacy	preschool	fact	read funny	funny
literacy	preschool	fact	sight word go	go
literacy	preschool	fact	read go	go
literacy	preschool	fact	sight word help	help
literacy	preschool	fact	read help	help
literacy	preschool	fact	sight word here	here
literacy	preschool	fact	read here	here
literacy	preschool	fact	sight word i	i
literacy	preschool	fact	read i	i
literacy	preschool	fact	sight word in	in
literacy	preschool	fact	read in	in
literacy	preschool	fact	sight word is	is
literacy	preschool	fact	read is	is
literacy	preschool	fact	sight word it	it
literacy	preschool	fact	read it	it
literacy	preschool	fact	sight word jump	jump
literacy	preschool	fact	read jump	jump
literacy	preschool	fact	sight word little	little
literacy	preschool	fact	read little	little
literacy	preschool	fact	sight word look	look
literacy	preschool	fact	read look	look
literacy	preschool	fact	sight word make	make
literacy	preschool	fact	read make	make
literacy	preschool	fact	sight word me	me
literacy	preschool	fact	read me	me
literacy	preschool	fact	sight word my	my
literacy	preschool	fact	read my	my
literacy	preschool	fact	sight word not	not
literacy	preschool	fact	read not	not
literacy	preschool	fact	sight word one	one
literacy	preschool	fact	read one	one
literacy	preschool	fact	sight word play	play
literacy	preschool	fact	read play	play
literacy	preschool	fact	sight word red	red
literacy	preschool	fact	read red	red
literacy	preschool	fact	sight word run	run
literacy	preschool	fact	read run	run
literacy	preschool	fact	sight word said	said
literacy	preschool	fact	read said	said
literacy	preschool	fact	sight word see	see
literacy	preschool	fact	read see	see
literacy	preschool	fact	sight word the	the
literacy	preschool	fact	read the	the
literacy	preschool	fact	sight word three	three
literacy	preschool	fact	read three	three
literacy	preschool	fact	sight word to	to
literacy	preschool	fact	read to	to
literacy	preschool	fact	sight word two	two
literacy	preschool	fact	read two	two
literacy	preschool	fact	sight word up	up
literacy	preschool	fact	read up	up
literacy	preschool	fact	sight word we	we
literacy	preschool	fact	read we	we
literacy	preschool	fact	sight word where	where
literacy	preschool	fact	read where	where
literacy	preschool	fact	sight word yellow	yellow
literacy	preschool	fact	read yellow	yellow
literacy	preschool	fact	sight word you	you
literacy	preschool	fact	read you	you
literacy	kindergarten	fact	sight word all	all
literacy	kindergarten	fact	read all	all
literacy	kindergarten	fact	sight word am	am
literacy	kindergarten	fact	read am	am
literacy	kindergarten	fact	sight word are	are
literacy	kindergarten	fact	read are	are
literacy	kindergarten	fact	sight word at	at
literacy	kindergarten	fact	read at	at
literacy	kindergarten	fact	sight word ate	ate
literacy	kindergarten	fact	read ate	ate
literacy	kindergarten	fact	sight word be	be
literacy	kindergarten	fact	read be	be
literacy	kindergarten	fact	sight word black	black
literacy	kindergarten	fact	read black	black
literacy	kindergarten	fact	sight word brown	brown
literacy	kindergarten	fact	read brown	brown
literacy	kindergarten	fact	sight word but	but
literacy	kindergarten	fact	read but	but
literacy	kindergarten	fact	sight word came	came
literacy	kindergarten	fact	read came	came
literacy	kindergarten	fact	sight word did	did
literacy	kindergarten	fact	read did	did
literacy	kindergarten	fact	sight word do	do
literacy	kindergarten	fact	read do	do
literacy	kindergarten	fact	sight word eat	eat
literacy	kindergarten	fact	read eat	eat
literacy	kindergarten	fact	sight word four	four
literacy	kindergarten	fact	read four	four
literacy	kindergarten	fact	sight word get	get
literacy	kindergarten	fact	read get	get
literacy	kindergarten	fact	sight word good	good
literacy	kindergarten	fact	read good	good
literacy	kindergarten	fact	sight word have	have
literacy	kindergarten	fact	read have	have
literacy	kindergarten	fact	sight word he	he
literacy	kindergarten	fact	read he	he
literacy	kindergarten	fact	sight word into	into
literacy	kindergarten	fact	read into	into
literacy	kindergarten	fact	sight word like	like
literacy	kindergarten	fact	read like	like
literacy	kindergarten	fact	sight word must	must
literacy	kindergarten	fact	read must	must
literacy	kindergarten	fact	sight word new	new
literacy	kindergarten	fact	read new	new
literacy	kindergarten	fact	sight word no	no
literacy	kindergarten	fact	read no	no
literacy	kindergarten	fact	sight word now	now
literacy	kindergarten	fact	read now	now
literacy	kindergarten	fact	sight word on	on
literacy	kindergarten	fact	read on	on
literacy	kindergarten	fact	sight word our	our
literacy	kindergarten	fact	read our	our
literacy	kindergarten	fact	sight word out	out
literacy	kindergarten	fact	read out	out
literacy	kindergarten	fact	sight word please	please
literacy	kindergarten	fact	read please	please
literacy	kindergarten	fact	sight word pretty	pretty
literacy	kindergarten	fact	read pretty	pretty
literacy	kindergarten	fact	sight word ran	ran
literacy	kindergarten	fact	read ran	ran
literacy	kindergarten	fact	sight word ride	ride
literacy	kindergarten	fact	read ride	ride
literacy	kindergarten	fact	sight word saw	saw
literacy	kindergarten	fact	read saw	saw
literacy	kindergarten	fact	sight word say	say
literacy	kindergarten	fact	read say	say
literacy	kindergarten	fact	sight word she	she
literacy	kindergarten	fact	read she	she
literacy	kindergarten	fact	sight word so	so
literacy	kindergarten	fact	read so	so
literacy	kindergarten	fact	sight word soon	soon
literacy	kindergarten	fact	read soon	soon
literacy	kindergarten	fact	sight word that	that
literacy	kindergarten	fact	read that	that
literacy	kindergarten	fact	sight word there	there
literacy	kindergarten	fact	read there	there
literacy	kindergarten	fact	sight word they	they
literacy	kindergarten	fact	read they	they
literacy	kindergarten	fact	sight word this	this
literacy	kindergarten	fact	read this	this
literacy	kindergarten	fact	sight word too	too
literacy	kindergarten	fact	read too	too
literacy	kindergarten	fact	sight word under	under
literacy	kindergarten	fact	read under	under
literacy	kindergarten	fact	sight word want	want
literacy	kindergarten	fact	read want	want
literacy	kindergarten	fact	sight word was	was
literacy	kindergarten	fact	read was	was
literacy	kindergarten	fact	sight word well	well
literacy	kindergarten	fact	read well	well
literacy	kindergarten	fact	sight word went	went
literacy	kindergarten	fact	read went	went
literacy	kindergarten	fact	sight word what	what
literacy	kindergarten	fact	read what	what
literacy	kindergarten	fact	sight word white	white
literacy	kindergarten	fact	read white	white
literacy	kindergarten	fact	sight word who	who
literacy	kindergarten	fact	read who	who
literacy	kindergarten	fact	sight word will	will
literacy	kindergarten	fact	read will	will
literacy	kindergarten	fact	sight word with	with
literacy	kindergarten	fact	read with	with
literacy	kindergarten	fact	sight word yes	yes
literacy	kindergarten	fact	read yes	yes
literacy	grade1	fact	sight word after	after
literacy	grade1	fact	read after	after
literacy	grade1	fact	sight word again	again
literacy	grade1	fact	read again	again
literacy	grade1	fact	sight word an	an
literacy	grade1	fact	read an	an
literacy	grade1	fact	sight word any	any
literacy	grade1	fact	read any	any
literacy	grade1	fact	sight word as	as
literacy	grade1	fact	read as	as
literacy	grade1	fact	sight word ask	ask
literacy	grade1	fact	read ask	ask
literacy	grade1	fact	sight word by	by
literacy	grade1	fact	read by	by
literacy	grade1	fact	sight word could	could
literacy	grade1	fact	read could	could
literacy	grade1	fact	sight word every	every
literacy	grade1	fact	read every	every
literacy	grade1	fact	sight word fly	fly
literacy	grade1	fact	read fly	fly
literacy	grade1	fact	sight word from	from
literacy	grade1	fact	read from	from
literacy	grade1	fact	sight word give	give
literacy	grade1	fact	read give	give
literacy	grade1	fact	sight word giving	giving
literacy	grade1	fact	read giving	giving
literacy	grade1	fact	sight word had	had
literacy	grade1	fact	read had	had
literacy	grade1	fact	sight word has	has
literacy	grade1	fact	read has	has
literacy	grade1	fact	sight word her	her
literacy	grade1	fact	read her	her
literacy	grade1	fact	sight word him	him
literacy	grade1	fact	read him	him
literacy	grade1	fact	sight word his	his
literacy	grade1	fact	read his	his
literacy	grade1	fact	sight word how	how
literacy	grade1	fact	read how	how
literacy	grade1	fact	sight word just	just
literacy	grade1	fact	read just	just
literacy	grade1	fact	sight word know	know
literacy	grade1	fact	read know	know
literacy	grade1	fact	sight word let	let
literacy	grade1	fact	read let	let
literacy	grade1	fact	sight word live	live
literacy	grade1	fact	read live	live
literacy	grade1	fact	sight word may	may
literacy	grade1	fact	read may	may
literacy	grade1	fact	sight word of	of
literacy	grade1	fact	read of	of
literacy	grade1	fact	sight word old	old
literacy	grade1	fact	read old	old
literacy	grade1	fact	sight word once	once
literacy	grade1	fact	read once	once
literacy	grade1	fact	sight word open	open
literacy	grade1	fact	read open	open
literacy	grade1	fact	sight word over	over
literacy	grade1	fact	read over	over
literacy	grade1	fact	sight word put	put
literacy	grade1	fact	read put	put
literacy	grade1	fact	sight word round	round
literacy	grade1	fact	read round	round
literacy	grade1	fact	sight word some	some
literacy	grade1	fact	read some	some
literacy	grade1	fact	sight word stop	stop
literacy	grade1	fact	read stop	stop
literacy	grade1	fact	sight word take	take
literacy	grade1	fact	read take	take
literacy	grade1	fact	sight word thank	thank
literacy	grade1	fact	read thank	thank
literacy	grade1	fact	sight word them	them
literacy	grade1	fact	read them	them
literacy	grade1	fact	sight word then	then
literacy	grade1	fact	read then	then
literacy	grade1	fact	sight word think	think
literacy	grade1	fact	read think	think
literacy	grade1	fact	sight word walk	walk
literacy	grade1	fact	read walk	walk
literacy	grade1	fact	sight word were	were
literacy	grade1	fact	read were	were
literacy	grade1	fact	sight word when	when
literacy	grade1	fact	read when	when
literacy	grade2	fact	fry word the	the
literacy	grade2	fact	fry word of	of
literacy	grade2	fact	fry word and	and
literacy	grade2	fact	fry word a	a
literacy	grade2	fact	fry word to	to
literacy	grade2	fact	fry word in	in
literacy	grade2	fact	fry word is	is
literacy	grade2	fact	fry word you	you
literacy	grade2	fact	fry word that	that
literacy	grade2	fact	fry word it	it
literacy	grade2	fact	fry word he	he
literacy	grade2	fact	fry word was	was
literacy	grade2	fact	fry word for	for
literacy	grade2	fact	fry word on	on
literacy	grade2	fact	fry word are	are
literacy	grade2	fact	fry word as	as
literacy	grade2	fact	fry word with	with
literacy	grade2	fact	fry word his	his
literacy	grade2	fact	fry word they	they
literacy	grade2	fact	fry word i	i
literacy	grade2	fact	fry word at	at
literacy	grade2	fact	fry word be	be
literacy	grade2	fact	fry word this	this
literacy	grade2	fact	fry word have	have
literacy	grade2	fact	fry word from	from
literacy	grade2	fact	fry word or	or
literacy	grade2	fact	fry word one	one
literacy	grade2	fact	fry word had	had
literacy	grade2	fact	fry word by	by
literacy	grade2	fact	fry word word	word
literacy	grade2	fact	fry word but	but
literacy	grade2	fact	fry word not	not
literacy	grade2	fact	fry word what	what
literacy	grade2	fact	fry word all	all
literacy	grade2	fact	fry word were	were
literacy	grade2	fact	fry word we	we
literacy	grade2	fact	fry word when	when
literacy	grade2	fact	fry word your	your
literacy	grade2	fact	fry word can	can
literacy	grade2	fact	fry word said	said
literacy	grade3	fact	fry word there	there
literacy	grade3	fact	fry word use	use
literacy	grade3	fact	fry word an	an
literacy	grade3	fact	fry word each	each
literacy	grade3	fact	fry word which	which
literacy	grade3	fact	fry word she	she
literacy	grade3	fact	fry word do	do
literacy	grade3	fact	fry word how	how
literacy	grade3	fact	fry word their	their
literacy	grade3	fact	fry word if	if
literacy	grade3	fact	fry word will	will
literacy	grade3	fact	fry word up	up
literacy	grade3	fact	fry word other	other
literacy	grade3	fact	fry word about	about
literacy	grade3	fact	fry word out	out
literacy	grade3	fact	fry word many	many
literacy	grade3	fact	fry word then	then
literacy	grade3	fact	fry word them	them
literacy	grade3	fact	fry word these	these
literacy	grade3	fact	fry word so	so
literacy	grade3	fact	fry word some	some
literacy	grade3	fact	fry word her	her
literacy	grade3	fact	fry word would	would
literacy	grade3	fact	fry word make	make
literacy	grade3	fact	fry word like	like
literacy	grade3	fact	fry word him	him
literacy	grade3	fact	fry word into	into
literacy	grade3	fact	fry word time	time
literacy	grade3	fact	fry word has	has
literacy	grade3	fact	fry word look	look
literacy	grade4	fact	fry word two	two
literacy	grade4	fact	fry word more	more
literacy	grade4	fact	fry word write	write
literacy	grade4	fact	fry word go	go
literacy	grade4	fact	fry word see	see
literacy	grade4	fact	fry word number	number
literacy	grade4	fact	fry word no	no
literacy	grade4	fact	fry word way	way
literacy	grade4	fact	fry word could	could
literacy	grade4	fact	fry word people	people
literacy	grade4	fact	fry word my	my
literacy	grade4	fact	fry word than	than
literacy	grade4	fact	fry word first	first
literacy	grade4	fact	fry word water	water
literacy	grade4	fact	fry word been	been
literacy	grade4	fact	fry word call	call
literacy	grade4	fact	fry word who	who
literacy	grade4	fact	fry word oil	oil
literacy	grade4	fact	fry word its	its
literacy	grade4	fact	fry word now	now
literacy	grade4	fact	fry word find	find
literacy	grade4	fact	fry word long	long
literacy	grade4	fact	fry word down	down
literacy	grade4	fact	fry word day	day
literacy	grade4	fact	fry word did	did
literacy	grade4	fact	fry word get	get
literacy	grade4	fact	fry word come	come
literacy	grade4	fact	fry word made	made
literacy	grade4	fact	fry word may	may
literacy	grade4	fact	fry word part	part
literacy	grade5	fact	academic word analyze	analyze
literacy	grade5	fact	define skill analyze	analyze
literacy	grade5	fact	academic word compare	compare
literacy	grade5	fact	define skill compare	compare
literacy	grade5	fact	academic word contrast	contrast
literacy	grade5	fact	define skill contrast	contrast
literacy	grade5	fact	academic word describe	describe
literacy	grade5	fact	define skill describe	describe
literacy	grade5	fact	academic word explain	explain
literacy	grade5	fact	define skill explain	explain
literacy	grade5	fact	academic word summarize	summarize
literacy	grade5	fact	define skill summarize	summarize
literacy	grade5	fact	academic word infer	infer
literacy	grade5	fact	define skill infer	infer
literacy	grade5	fact	academic word predict	predict
literacy	grade5	fact	define skill predict	predict
literacy	grade6	fact	academic word evaluate	evaluate
literacy	grade6	fact	define skill evaluate	evaluate
literacy	grade6	fact	academic word justify	justify
literacy	grade6	fact	define skill justify	justify
literacy	grade6	fact	academic word interpret	interpret
literacy	grade6	fact	define skill interpret	interpret
literacy	grade6	fact	academic word synthesize	synthesize
literacy	grade6	fact	define skill synthesize	synthesize
literacy	grade6	fact	academic word classify	classify
literacy	grade6	fact	define skill classify	classify
literacy	grade6	fact	academic word hypothesize	hypothesize
literacy	grade6	fact	define skill hypothesize	hypothesize
literacy	grade6	fact	academic word cite	cite
literacy	grade6	fact	define skill cite	cite
literacy	grade6	fact	academic word paraphrase	paraphrase
literacy	grade6	fact	define skill paraphrase	paraphrase
literacy	grade7	fact	academic word critique	critique
literacy	grade7	fact	define skill critique	critique
literacy	grade7	fact	academic word refute	refute
literacy	grade7	fact	define skill refute	refute
literacy	grade7	fact	academic word corroborate	corroborate
literacy	grade7	fact	define skill corroborate	corroborate
literacy	grade7	fact	academic word delineate	delineate
literacy	grade7	fact	define skill delineate	delineate
literacy	grade7	fact	academic word elaborate	elaborate
literacy	grade7	fact	define skill elaborate	elaborate
literacy	grade7	fact	academic word imply	imply
literacy	grade7	fact	define skill imply	imply
literacy	grade7	fact	academic word convey	convey
literacy	grade7	fact	define skill convey	convey
literacy	grade7	fact	academic word articulate	articulate
literacy	grade7	fact	define skill articulate	articulate
literacy	grade8	fact	academic word nuance	nuance
literacy	grade8	fact	define skill nuance	nuance
literacy	grade8	fact	academic word paradox	paradox
literacy	grade8	fact	define skill paradox	paradox
literacy	grade8	fact	academic word ambiguity	ambiguity
literacy	grade8	fact	define skill ambiguity	ambiguity
literacy	grade8	fact	academic word rhetoric	rhetoric
literacy	grade8	fact	define skill rhetoric	rhetoric
literacy	grade8	fact	academic word style	style
literacy	grade8	fact	define skill style	style
literacy	grade8	fact	academic word diction	diction
literacy	grade8	fact	define skill diction	diction
literacy	grade8	fact	academic word syntax	syntax
literacy	grade8	fact	define skill syntax	syntax
literacy	grade8	fact	academic word cohesion	cohesion
literacy	grade8	fact	define skill cohesion	cohesion
literacy	grade1	fact	sentence starts	capital
literacy	grade1	fact	sentence ends	period
literacy	grade1	fact	question ends	mark
literacy	grade2	fact	noun is	person
literacy	grade2	fact	verb is	action
literacy	grade2	fact	adjective describes	noun
literacy	grade2	fact	pronoun replaces	noun
literacy	grade2	fact	comma can separate	items
literacy	grade3	fact	plural adds	s
literacy	grade3	fact	past tense often ends	ed
literacy	grade3	fact	subject does the	action
literacy	grade3	fact	predicate tells	action
literacy	grade3	fact	synonym means	same
literacy	grade3	fact	antonym means	opposite
literacy	grade4	fact	paragraph has	topic
literacy	grade4	fact	dictionary finds	meaning
literacy	grade4	fact	prefix un means	not
literacy	grade4	fact	suffix er means	one
literacy	grade4	fact	main idea is	point
literacy	grade5	fact	metaphor compares without	like
literacy	grade5	fact	simile uses	like
literacy	grade5	fact	idiom meaning is	figurative
literacy	grade5	fact	personification gives	human
literacy	grade5	fact	plot is the	events
literacy	grade5	fact	setting is	where
literacy	grade5	fact	character is a	person
literacy	grade5	fact	summary retells	main
literacy	grade6	fact	thesis states	claim
literacy	grade6	fact	evidence supports	claim
literacy	grade6	fact	conclusion wraps	ideas
literacy	grade6	fact	transition connects	ideas
literacy	grade6	fact	audience is the	reader
literacy	grade6	fact	tone is the	attitude
literacy	grade6	fact	mood is the	feeling
literacy	grade6	fact	context clues help	meaning
literacy	grade7	fact	citation gives	source
literacy	grade7	fact	argument has	claim
literacy	grade7	fact	counterargument opposes	claim
literacy	grade7	fact	rhetoric aims to	persuade
literacy	grade7	fact	connotation is	feeling
literacy	grade7	fact	denotation is	dictionary
literacy	grade7	fact	allusion refers to	known
literacy	grade7	fact	irony contrasts	expectation
literacy	grade8	fact	theme is	message
literacy	grade8	fact	bias favors	side
literacy	grade8	fact	rhetoric ethos is	credibility
literacy	grade8	fact	rhetoric pathos is	emotion
literacy	grade8	fact	rhetoric logos is	logic
literacy	grade8	fact	structure is how	organized
literacy	grade8	fact	syntax is	sentence
literacy	grade8	fact	parallelism repeats	structure
literacy	grade8	fact	fallacy is a	error
science	preschool	fact	sky color	blue
science	preschool	fact	color of sky	blue
science	preschool	fact	grass color	green
science	preschool	fact	color of grass	green
science	preschool	fact	sun when	day
science	preschool	fact	when is sun out	day
science	preschool	fact	moon when	night
science	preschool	fact	when is moon out	night
science	preschool	fact	see with	eyes
science	preschool	fact	what sees	eyes
science	preschool	fact	hear with	ears
science	preschool	fact	what hears	ears
science	preschool	fact	dog is	animal
science	preschool	fact	is dog animal	animal
science	preschool	fact	we drink	water
science	preschool	fact	what do we drink	water
science	kindergarten	fact	plants need	sun
science	kindergarten	fact	what plants need	sun
science	kindergarten	fact	plants drink	water
science	kindergarten	fact	plants water	water
science	kindergarten	fact	people need	water
science	kindergarten	fact	what people need	water
science	kindergarten	fact	red light	stop
science	kindergarten	fact	red light do	stop
science	kindergarten	fact	winter is	cold
science	kindergarten	fact	is winter cold	cold
science	kindergarten	fact	summer is	hot
science	kindergarten	fact	is summer hot	hot
science	grade1	fact	we live on	earth
science	grade1	fact	home planet	earth
science	grade1	fact	shows places	map
science	grade1	fact	find places tool	map
science	grade1	fact	living need	water
science	grade1	fact	living things need	water
science	grade1	fact	ice is	solid
science	grade1	fact	ice form	solid
science	grade1	fact	seed grows	plant
science	grade1	fact	seed becomes	plant
science	grade1	fact	days in week	seven
science	grade1	fact	how many days week	seven
science	grade2	fact	solid keeps	shape
science	grade2	fact	solid property	shape
science	grade2	fact	liquid takes	shape
science	grade2	fact	liquid property	shape
science	grade2	fact	habitat is	home
science	grade2	fact	what is habitat	home
science	grade2	fact	push can	move
science	grade2	fact	what push does	move
science	grade2	fact	pull can	move
science	grade2	fact	what pull does	move
science	grade2	fact	roots take	water
science	grade2	fact	what roots do	water
science	grade2	fact	weather is	air
science	grade2	fact	what is weather	air
science	grade3	fact	force is	push
science	grade3	fact	what is force	push
science	grade3	fact	magnet attracts	iron
science	grade3	fact	what magnets attract	iron
science	grade3	fact	butterfly cycle	stages
science	grade3	fact	butterfly life	stages
science	grade3	fact	plants grow in	soil
science	grade3	fact	where plants grow	soil
science	grade3	fact	sun energy	energy
science	grade3	fact	sun is source of	energy
science	grade3	fact	rain part of	cycle
science	grade3	fact	rain belongs to	cycle
science	grade4	fact	matter has	mass
science	grade4	fact	what matter has	mass
science	grade4	fact	energy makes	happen
science	grade4	fact	what energy does	happen
science	grade4	fact	ecosystem has	living
science	grade4	fact	ecosystem includes	living
science	grade4	fact	earthquake does	shake
science	grade4	fact	what earthquake does	shake
science	grade4	fact	fossils are	remains
science	grade4	fact	what fossils are	remains
science	grade4	fact	closed circuit lets	flow
science	grade4	fact	circuit allows	flow
science	grade5	fact	gravity pulls	earth
science	grade5	fact	gravity toward	earth
science	grade5	fact	plants make food with	sunlight
science	grade5	fact	photosynthesis needs	sunlight
science	grade5	fact	molecules made of	atoms
science	grade5	fact	molecule parts	atoms
science	grade5	fact	earth orbits	sun
science	grade5	fact	earth goes around	sun
science	grade5	fact	food chain shows	eats
science	grade5	fact	food chain is	eats
science	grade5	fact	volume measures	space
science	grade5	fact	what volume measures	space
science	grade6	fact	basic unit of life	cell
science	grade6	fact	life unit	cell
science	grade6	fact	basic unit of matter	atom
science	grade6	fact	matter unit	atom
science	grade6	fact	ratio compares	quantities
science	grade6	fact	what ratio does	quantities
science	grade6	fact	variable is	symbol
science	grade6	fact	what is variable	symbol
science	grade6	fact	crust made of	plates
science	grade6	fact	earth crust	plates
science	grade6	fact	kinetic energy is	motion
science	grade6	fact	kinetic means	motion
science	grade7	fact	potential energy is	stored
science	grade7	fact	potential means	stored
science	grade7	fact	element is	pure
science	grade7	fact	what is element	pure
science	grade7	fact	genes carry	information
science	grade7	fact	what genes carry	information
science	grade7	fact	density is	mass
science	grade7	fact	density formula start	mass
science	grade7	fact	energy flows through	ecosystems
science	grade7	fact	energy path	ecosystems
science	grade7	fact	force can change	motion
